,ID,artist,song,link,text,album,released,genre,home_country,singer_age_at_release,entity,topic
And baby I, oh baby I  
I wish  
I wish  
  
Oh, oh, oh  
Oh, oh, oh  
If the sky's gonna fall down, let it fall on me  
If you're gonna break down, you can break on me  
If the sky's gonna fall down, let it fall on me  
If it's gonna rain down, it can rain on me  
It can rain on me

",Live 2003,2003,Rock,England,26,"['Rain', 'Moses']","['Television episodes', 'American television episodes', 'Albums', 'Recorded music', 'Television series', 'Rain', 'Music media', 'Sound recording', 'Entertainment', 'Music industry']"

20,21,Coldplay,Swallowed In The Sea,/c/coldplay/swallowed+in+the+sea_10069050.html,"You cut me down a tree  
And brought it back to me  
And that's what made me see  
Where I was going wrong  
You put me on a shelf  
And kept me for yourself  
I can only blame myself  
You can only blame me  
  
And I could write a song  
A hundred miles long  
Well, that's where I belong  
And you belong to me  
  
And I could write it down  
Or spread it all around  
Get lost and then get found  
Or swallowed in the sea  
  
You put me on a line  
And hung me out to dry  
And darling that's when I  
Decided to go to sea  
  
You cut me down to size  
And opened up my eyes  
Made me realize  
What I could not see  
  
And I could write a book  
The one they'll say that shook  
The world, and then it took  
It took it back from me  
  
And I could write it down  
Or spread it all around  
Get lost and then get found  
And you'll come back to me  
Not swallowed in the sea  
  
Ooh  
  
And I could write a song  
A hundred miles long  
Well, that's where I belong  
And you belong with me  
  
The streets you're walking on  
A thousand houses long  
Well, that's where I belong  
And you belong with me  
  
Oh what good is it to live  
With nothing left to give  
Forget but not forgive  
Not loving all you see  
  
Oh the streets you're walking on  
A thousand houses long  
Well that's where I belong  
And you belong with me  
Not swallowed in the sea  
  
You belong with me  
Not swallowed in the sea  
Yeah, you belong with me  
Not swallowed in the sea

",X&Y,2005,Rock,England,28,"['You Belong with Me', '100']","['You Belong with Me', 'Recorded music', 'Music', 'Entertainment', 'Music media', 'Albums', 'Pop music', 'Songs', 'Television episodes', 'American television episodes']"

21,22,Coldplay,Viva La Vida,/c/coldplay/viva+la+vida_20738288.html,"I used to rule the world  
Seas would rise when I gave the word  
Now in the morning, I sleep alone  
Sweep the streets I used to own  
  
I used to roll the dice  
Feel the fear in my enemy's eyes  
Listen as the crowd would sing  
""Now the old king is dead! Long live the king!""  
  
One minute I held the key  
Next the walls were closed on me  
And I discovered that my castles stand  
Upon pillars of salt and pillars of sand  
  
I hear Jerusalem bells are ringing  
Roman Cavalry choirs are singing  
Be my mirror, my sword and shield  
My missionaries in a foreign field  
For some reason I can't explain  
Once you go there was never, never an honest word  
That was when I ruled the world  
  
It was a wicked and wild wind  
Blew down the doors to let me in  
Shattered windows and the sound of drums  
People couldn't believe what I'd become  
  
Revolutionaries wait  
For my head on a silver plate  
Just a puppet on a lonely string  
Oh who would ever want to be king?  
  
[Chorus]  
I hear Jerusalem bells are ringing  
Roman Calvary choirs are singing  
Be my mirror, my sword and shield  
My missionaries in a foreign field  
For some reason I can't explain  
I know Saint Peter won't call my name  
Never rule this world  
But that was when I ruled the world  
  
Oh, oh, oh, oh, oh  
  
[Chorus]

",Viva la Vida or Death and All His Friends,2008,Rock,England,31,"['Saint Peter', 'Choir', 'Shield', 'Jerusalem', 'Salt', 'Sword', 'Mirror', 'Missionary', 'The Sound of Drums', 'Door', 'Bells Are Ringing (musical)', 'Refrain']","['Choir', 'Shield', 'Vocal music', 'Entertainment', 'Performing arts', 'Jerusalem', 'Saint Peter', 'Sword', 'Mirror', 'Missionary']"

22,23,Coldplay,White Shadows,/c/coldplay/white+shadows_10069033.html,"When I was a young boy I tried to listen  
And I want to feel like that  
Little white shadows blink and I missed em  
Part of a system I am  
  
If you ever feel like something's missing  
Things you'll never understand  
Little white shadows sparkle and glisten  
Part of a system plan  
  
All this noise, I'm waking up  
All this space I'm taking up  
All this sound is breaking up  
  
Whoa oh  
  
Maybe you'll get what you wanted  
Maybe you'll stumble upon it  
Everything you ever wanted  
In a permanent state  
  
Maybe you'll know when you see it  
Maybe if you say it you'll mean it  
And when you find it you'll keep it  
In a permanent state  
A permanent state  
  
When I was a young boy I tried to listen  
Don't you want to feel like that  
  
You're part of the human race  
All of the stars and the outer space  
Part of the system plan  
  
All this noise, I'm waking up  
All this space I'm taking up  
I cannot hear, you're breaking up  
  
Whoa oh  
  
Maybe you'll get what you wanted  
Maybe you'll stumble upon it  
Everything you ever wanted  
In a permanent state  
  
Maybe you'll know when you see it  
Maybe if you say it, you'll mean it  
And when you find it you'll keep it  
In a permanent state  
A permanent state  
  
Swimming on a sea of faces  
A tide of the human race  
So, an answer now is what I need  
  
I see it in the new sun rising  
I see it break on your horizon  
Oh come on love, stay with me

",X&Y,2005,Rock,England,28,"['Outer space', 'Tide', 'Whoa', '2017-11-26T00:00:00.000-05:00']","['Outer space', 'Albums', 'Recorded music', 'Television episodes', 'Entertainment', 'American television episodes', 'Rock albums', 'Tide', 'Sound recording', 'Music media']"

23,24,Coldplay,Yellow,/c/coldplay/yellow_20032647.html,"Look at the stars  
Look how they shine for you  
And everything you do  
Yeah they were all yellow  
  
I came along  
I wrote a song for you  
And all the things you do  
And it was called yellow  
  
So then I took my turn  
Oh what a thing to have done  
And it was all yellow  
  
Your skin  
Oh yeah your skin and bones  
Turn into something beautiful  
You know you know I love you so  
You know I love you so  
  
I swam across  
I jumped across for you  
Oh what a thing to do  
  
Cause you were all yellow  
I drew a line  
I drew a line for you  
Oh what a thing to do  
And it was all yellow  
  
Your skin  
Oh yeah your skin and bones  
Turn into something beautiful  
And you know  
For you I'd bleed myself dry  
For you I'd bleed myself dry  
  
It's true  
Look how they shine for you  
Look how they shine for you  
Look how they shine for  
Look how they shine for you  
Look how they shine for you  
Look how they shine  
  
Look at the stars  
Look how they shine for you  
And all the things that you do

",Parachutes,2000,Britpop,England,23,,"['Medicine', 'Health sciences', 'Medical specialties', 'Entertainment', 'Cultural anthropology', 'Literature', 'Mouth', 'Clinical medicine', 'Dentistry', 'Dentistry procedures']"

24,25,Coldplay,Gravity,/c/coldplay/gravity_20209071.html,"Honey  
It's been a long time coming  
And I can't stop now  
Such a long time running  
And I can't stop now  
Do you hear my heart beating?  
Can you hear that sound?  
'Cause I can't help thinking  
I don't look down  
  
And then I looked up at the sun  
And I could see  
Oh, the way that gravity turns for you and me  
And then I looked up at the sky  
And saw the sun  
And the way that gravity turns on everyone  
On everyone  
  
Baby  
It's been a long time waiting  
Such a long, long time  
And I can't stop smiling  
Oh I can't stop now  
Do you hear my heart beating?  
Oh, do you hear that sound?  
'Cause I can't stop crying  
And I won't look down  
  
And then I looked up at the sun  
And I could see  
Oh, the way that gravity turns on you and me  
And then I looked up at the sun  
And saw the sky  
And the way that gravity pulls on you and I  
On you and I

",X&Y,2005,Rock,England,28,"['Sky', 'Gravity', '2017-11-26T00:00:00.000-05:00']","['Gravity', 'American television episodes', 'Sky', 'Television episodes', 'Entertainment', 'Television series', 'Fiction', 'Creative works', 'Novels', 'Literature']"

25,26,Coldplay,Hymn For The Weekend,/c/coldplay/hymn+for+the+weekend_21104544.html,"Oh, angel sent from up above  
You know you make my world light up  
When I was down, when I was hurt  
You came to lift me up  
  
Life is a drink and loves a drug  
Oh, now I think I must be miles up  
When I was a river dried up  
You came to rain a flood  
  
And said drink from me, drink from me  
When I was so thirsty  
Pour on a symphony, now I just can't get enough  
  
Put your wings on me, wings on me  
When I was so heavy  
Pour on a symphony when I'm low, low, low, low  
  
I, oh I, oh I, got me feeling drunk and high  
So high, so high  
Oh I, oh I, oh I, I'm feeling drunk and high  
So high, so high  
  
Oh, angel sent from up above  
I feel you coursing through my blood  
Life is a drink and your love's  
About to make the stars come out  
  
Put your wings on me, wings on me  
When I was so heavy  
Pour on a symphony, when I'm low, low, low, low  
  
I, oh I, oh I, got me feeling drunk and high  
So high, so high  
Oh I, oh I, oh I, I'm feeling drunk and high  
So high, so high  
  
I, oh I, oh I, lalala lalalala  
So high, so high  
  
I, oh I, oh I, I'm feeling drunk and high  
So high, so high  
  
Let me shoot across the sky  
Let me shoot across the  
Let me shoot across the sky  
Let me shoot across the  
  
Let me shoot across the sky  
Let me shoot across the  
Let me shoot across the sky  
Let me shoot across the

",A Head Full of Dreams,2015,Pop,England,38,"['Sky', 'Rain', 'Flood']","['Physical geography', 'Sky', 'Natural disasters', 'Natural hazards', 'Weather events', 'Flood', 'Water', 'Earth sciences', 'Meteorology', 'Disasters']"

26,27,Coldplay,Ink,/c/coldplay/ink_21082518.html,"Got a tattoo that says ""2gether thru life""  
Carved in your name with my pocket knife  
And you wonder when you wake up, will it be alright  
Feels like there's something broken inside  
  
All I know, all I know  
Is that I'm lost whenever you go  
All I know is that I love you so  
So much that it hurts  
  
Got a tattoo and the pains alright  
Just wanted a way of keeping you inside  
Oh, oh, oh, oh, oh, oh  
  
All I know, all I know  
Is that I'm lost in your fire below  
  
All I know  
Is that I love you so  
So much that it hurts  
  
See the road begin to climb  
See your stars begin to shine  
I see your colors and I'm dying of thirst  
  
All I know is that I love you so  
So much that it hurts  
Oh yeah, yeah, yeah  
So much that it hurts

",Ghost Stories,2014,Alternative/Indie,England,37,"['Tattoo', 'Pocketknife', 'Knife']","['Tattoo', 'Tattooing', 'Body art', 'Television series', 'Body modification', 'American television episodes', 'Television episodes', 'Human appearance', 'Entertainment', 'Human body']"

27,28,Doors,Love Street,/d/doors/love+street_20042770.html,"She lives on Love Street  
